00AIeZUzvJGq2jYj,1
00e5DL0pet4gbW90,1
00fXVI3ATuPLpjdL,1
00jWHicjo7ON46M1,0
00mAxDG5h4AfI3Ma,1
00nVXLc7Ok1LD1LY,1
00oTJbWX3Gx0CaAa,1
00r8lVrRyBtyPg5x,1
01DnKXKqUm0gBbXa,1
01FZEbUNwngd77J4,1
01J8XEDDAo1eB7FL,1
01PTc1Li1s53Fzs2,1
01WCR4K3NV9oTk7h,1
01gWRwEOrcWh74E1,0
01lahyZRi6bO2nJq,1
01sUmAMizsHsPY45,1
02DtcssNKXgEtBsY,1
02IyjPtK5ltIiDgS,1
02NwriMZNJYB7roz,1
02dJhXj1i7nZg8wR,1
03F6axCBOvqdsBid,1
03G4JSrRcujJ9wPS,0
03GRyQJ7eshLIyKE,1
03LIHObCClxd1Ovw,1
03RrF7zjWdC8Z9yx,1
03VLdk9fNaNG1zqC,1
03ps2TWRt6GkalGf,1
03uqh044wrTjblzf,1
04mgyjiCigmAoluZ,1
05HGAFrRZGXrLl9P,0
05aEbUUKC2NB5XDu,1
05ad80z5CZRObBBA,0
05uA7rPRKIUKC6Py,1
062NmdraXnW8nAe5,0
06DskJagnykx6YHd,0
06FiNbZbwfS0ijSJ,1
07Dc3Lm6GvDX7e9Y,1
07IsNnXYD3DDvg8N,1
07JPeXisEkGAEoaI,1
07alWASIa7fgnYGD,1
07decgdXp1gBJeuB,1
07dmI77JwmsEkm8X,1
07jbI9wgSoqCGw7I,1
07jdl5JIFweyq3zb,1
08hDYtGFqLSSv0wb,0
09nkQSjAK85fWap7,0
09p0xJrSPskAlyKk,1
0A4bl3w75vOKQJCa,1
0ABgCuhZn9noe3rc,1
0AEDoK2ET1WjgJ54,1
0APNR05cXkx3LNFF,1
0AUciMQ3fA4MIRW8,0
0AZWbnZ0ar2AFY1P,1
0AaY7LpIpk6qx84i,0
0AxVDXK29DHM1dlC,1
0B2Qawde6uh3L9oJ,1
0BDROicKiO6cMRH8,1
0BJ6ouF0UMr1Omyb,1
0BXpYaHu3LpasP7R,1
0Bfb9ccwIfaVWjLB,1
0Bjmcxq9QbKNavCd,1
0BrPBlLazED6wTJH,1
0BuLJWGcFuLlMLPs,1
0BxVwmJxFGspX9TK,1
0C6ShYcu7AChdb8e,1
0CIA8hucRoAi4YJa,1
0CLY9L4iKRGjuLbH,1
0CMoqXaHuDV0CQP4,1
0CR4dVCROg1c8rPq,1
0CXowtCaVKKdjx3P,0
0CZdyk2HE0RLgqqI,1
0Cqf3lCeePvLa2v5,1
0CuHWkwfoM3Ro3B1,1
0D7IpnksH8v6ezbP,1
0DVuiTMyXPNQyzAd,1
0DbGdN6OBPC4WmhN,1
0DdQb0L2eIaK6X0T,1
0DfwFWX4dlwvMqTu,1
0DgXFb5XZKxHW1nT,1
0E3sBJEKL3OQOZDC,1
0E6NAUWk3W0rlfc1,1
0E7dzwc9kyDJ1YsS,0
0EJH97mawLrd6Ryq,1
0EqXhbKMyuiqtycF,1
0F09euOGF6AhSSlg,0
0F8CA4A5gEtVxMG5,1
0FH9M3hUnN3RkFlg,1
0FNVhlfhVZELscf6,1
0FU6GiylnwMepg7M,1
0FVQy1ZtDc93HEkd,0
0FW7DivU7UUph0uJ,1
0FWPhzKw8jnEAVqY,1
0FWjwgERti56NR8r,1
0Fa4px1Xlgrt8nY1,1
0FaWs0FtXxaibNci,1
0Fb6m8POyFUkAojZ,1
0Fi4mi7eXQYI9jXc,0
0FkRBy4EsiExALre,0
0Fq3V6TctQrCfWGb,1
0Ft5kyh4o1hfY6YP,1
0Fv90AtMutvhp858,0
0GB6SV48aJgaurUR,1
0GCxCstcxppFpFng,1
0GFdYLd8LvlJBBNN,1
0GFn2H6jL79lKXIq,1
0GK8gXWyPU57eH3J,1
0GcHhjaLUsUyRnPl,1
0GvFeSupzcTa8CzV,1
0H9X6jfGSp5sYnNq,1
0HH19FTQpgNCS5lF,1
0HIIpVno7OcJ6K7V,1
0HN2B4GRQmsjweZq,1
0HTWgSQmMpcE1oO5,1
0IBwha60BFLYncp7,1
0IE7iHfhApBzGbR1,1
0IF7so1OCFUMsP9M,0
0IMOQk9cXOeTer8Z,0
0IrCa1JEmR1OF5vG,1
0J1QuAe8jnVPLqyx,1
0J1Xuib52gh7VlYT,1
0J1cCGEJlfs17NWW,1
0JCYEuAxcpktQJve,1
0JIKXEfOn8z4N3ND,0
0JJoRxlFtCLeuKrA,1
0JKH6UxYsVxEzjao,0
0JNKh8wzcDbBUGUw,1
0KOIzTkJw49JelLS,1
0KWeK5q6RIMd3CRb,1
0KbO8jsDK7nCG7LR,1
0KfN090imDL0WIz7,0
0Kh03mglYtu2Xlqj,1
0Kt9nWwOdTk0jmvo,1
0KyAxrg22dyG5Uwe,1
0L6EYp1nF9KAK3OJ,1
0L6YKezHWK7JyExY,1
0LbIPSdeyDrTHglR,0
0Lka34sVJqhgchhA,1
0LzVpE2Sj6JouEdu,1
0M0s062O1HbhYBfL,0
0M5E4jA3Zd4dG4p1,1
0MFmmuyEEMpsxH3h,1
0MIcqOPL3RzugRbP,1
0Mc4LywNo1q61RpY,1
0MddjyiFO6wpDjzT,1
0Mh1jgt1vfBjXz6u,1
0MkfdjmnidyD5BJf,1
0Mnd0tSfNNozPqk1,1
0MpRUYLKfkrSdNIa,1
0MvyT0s5BpgV2FMF,1
0N0nHK38TfyfP3hv,1
0N4NpPlnNCcvhcFX,0
0N5SnbelXAi8oXZh,1
0NAIAW1wp4Dj4a0r,1
0NAJB0quFl7hLshu,1
0NZpKCd5leTzvNi2,0
0Na3lsNQccAlyy32,1
0NewfQCypaeKTUMN,1
0Ngeg3Xjmc6J3l1H,1
0NqwxO9B7XVBUkdg,1
0NrOkJWdBXVIg3XS,0
0O9LBrzZ5t818WOq,1
0OAcb3UysKDRwLDN,1
0OByw3Y102gdxtUr,1
0OXB6pNV75Y8tPoO,1
0OXlC05Du8JEcdxB,1
0OYv5pag5ntewbPF,1
0OeP8Ga5rElpe5Iq,1
0OfguMZgGZhyH10r,1
0Oj7v1jSADlk9ZKW,1
0OuKhguBvGOiXrkC,1
0P1TXDVmlTqAgyyy,1
0P3LUktKvMSwjb6o,1
0PJKw96Nk8Fu2Zqw,1
0PVfJ5PGGY5TaOIC,1
0PdYSPXWLa6LtyFT,1
0PfIw11UorZhKtwO,1
0PyLZzC5WFyNzklL,1
0Q31B6KoSbk55rwn,1
0Q6VVxyorQzAFM3B,1
0Q6uiPywjNFISmpO,0
0QE1kYPZ7G8nEELs,1
0QQzkn6kzYssfP9k,1
0QR9mReJLDDYRwjn,1
0QdWtnwcTjtu0NRY,1
0Qlna5JJVisVpVJV,1
0QrNSErH3PU8Tyrt,0
0R3MQF97sQNoLWWZ,1
0RGcezS1HT1sqRSv,1
0RZQ1FmM55nY5Cdu,0
0RpKs2NZrhh4qjUY,1
0S36jGicR1zboN3z,1
0S58Oztz9kfZnrTr,1
0SPYcRj4WjVzicqL,1
